,_c0,exhibition_name,poster_link,exhibition_description,exhibition_place,start_period,end_period,place
132,57,독도미학,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=e664cbbd12264996a7f7757b64307d88c5632144e692c09ac9214915f513b19a,동해와 독도를 음악 미술 문학 등으로 국내외에 널리 알려온 사단법인 라메르에릴 바다와 섬 이사장 이함준 전 국립외교원장 은 번째 동해 독도 특별기획전 독도미학 을 간 세종문화회관 미술관 관에서 개최한다 오프닝은 월 일 오후 시 분 비영리법인인 라메르에릴은 아름다운 동해와 독도를 예술을 통해 국내외에 알리기 위하여 년에 여명의 저명한 예술가와 학자들이 설립하였으며 이들은 매년 월 독도를 방문 영감을 얻어 전시와 작곡 및 연주를 한다 라메르에릴은 그간 동해 독도 특별기획전인 독도 오감도 전과 한국의 진경 독도와 울릉도 전을 예술의전당과 세종문화회관 미술관 등에서 회 개최하였다 라메르에릴은 이번 세종미술관 전시에 이어 내년 운동 및 임시정부수립 주년을 기념하여 중국 상하이 및 베이징 이탈리아 로마 프랑스 파리에서 독도미학 을 계획하고 있다 이 전시에는 서용선 김근중 정종미 김선두 오병욱 이종송 등 중견작가 명과 사진작가 명이 참여한다 프로젝트 성격의 이 전시는 단순히 독도와 문화를 접목시킨 이벤트 전시가 아니라 참여 작가들이 년째 매년 독도를 직접 방문하여 독도에서 직접 스케치를 하고 영감을 받아 예술가 특유의 화풍으로 녹여낸 작품이라는 데에 큰 의미가 있다 독도와 동해의 풍경과 역사를 숭고한 아름다움으로 그리고 우리의 자연에 대한 헌사인 미학으로 승화시킨 독도미학 은 우리의 가슴 속에 깊은 울림을 주는 전시가 될 것으로 기대한다 이 단체는 또한 클래식음악 분야에서 그간 예술의 전당 등에서 회의 정기연주회를 개최해 매번 동해 독도에 관한 신곡을 발표 연주한 바 있으며 년 이후 싱가포르 호주 시드니 홍콩 체코 프라하 독일 프랑크푸르트 네덜란드 암스테르담 및 로테르담 프랑스 파리 등 세계의 음악과 문화의 중심도시에서 성공적인 순회공연을 개최해 음악으로 동해와 독도를 알려왔다 라메르에릴 앙상블은 이번 독도미학 기간 중 토 및 토 오후 시에 미술관에서 동해와 독도를 주제로 한 회의 토크콘서트도 개최한다 이 단체의 이함준 이사장은 예술가들이 음악 미술 시 등 순수예술로 동해와 독도를 연주하고 표현한다면 동해와 독도는 우리 문화와 삶의 일부가 되어 우리의 바다와 섬으로 승화될 것 이라고 했다 또한 탁계석 음악평론가는 라메르에릴은 한국의 문화를 품격있게 전달하는 의 대표 단체이며 독도 오감도 를 통해 은유의 메시지를 전하는 것이 예술의 역할 이라고 평가한 바 있다 라메르에릴은 앞으로 시각예술로 한국의 아름다운 풍경과 자연을 전 세계에 알리는 의 대표 단체로서도 역할을 할 것으로 기대된다 전시 개요 전시명 독도미학 기간 월 일 수 월 일 화 장소 세종문화회관 미술관 관 개막식 년 월 일 수 오후 시 분 토크콘서트 년 월 일 토 오후 시 토크콘서트 년 월 일 토 오후 시 주최 사 라메르에릴 미술감독 이종송 건국대 교수 큐레이터 손윤이 후원 한국문화예술위원회 주상하이한국문화원 라 메르에릴 바다와 섬 독도미학 전,세종미술관1관,2018-11-21,2018-11-21,세종문화회관
133,236,사이 間(간),,꿈의숲아트센터 홈페이지 바로가기,꿈의숲아트센터,2016-08-25,2016-08-25,꿈의숲아트센터
134,169,한글의 조형미,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=781044a3701ef5bcc58321ebc26f8e08bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=299b2b30485d1bba612f4a933409cef4d332546322f68d3b6101f1caf85f787e,결은 모든 것에 존재한다 함초롬바탕 함초롬바탕 결은 살아서도 죽어서도 길을 만들고 그 길을 따라가며 어떤 형상을 이룬다 함초롬바탕 함초롬바탕 보이는 형상과 보이지 않는 형상 속에 무한한 자음과 모음이 존재한다 함초롬바탕 함초롬바탕 그 존재의 의미를 찾아 선을 그리고 칠한다 함초롬바탕 한글의 조형미,세종이야기전시장,2019-01-29,2019-01-29,세종문화회관
135,146,세종이야기충무공이야기 `탁본체험`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=05dc872ac03e137d9ad0e41f27fceda7d332546322f68d3b6101f1caf85f787e,세종충무공이야기 홈페이지 바로가기 탁본체험 이용시간 장소 세종이야기 체험교육실 참여대상 전연령 참가비 원 참여방법 현장티켓구매 내용 문자나 문양 등을 먹에 의한 건식 또는 습식방법으로 원형 그대로 종이에 뜨는 체험,세종이야기전시장,2017-03-14,2017-03-14,세종문화회관
136,314,떰떰월드(ThumThum World),https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=48ba8074b36b6aea76a32e35f3701f7b13e27cc0df58d0800d2b142a2917067e,엄지 캐릭터 떰떰 떰떰 은 엄지손가락 에서 모티브를 얻어 탄생한 캐릭터입니다 엄지 는 전 세계 수많은 사람들이 가장 즐겨 사용하는 가장 보편적인 긍정의 제스쳐로 상대방에게 긍정 동의 기쁨을 주는 의미를 담고 있습니다 다양한 컨텐츠의 떰떰 이 시리즈 중 가장 인기가 많은 떰떰 명화 콜렉션 은 우리 모두가 잘 아는 명화 세상 속에 떰떰 이가 들어간다면 재미있겠다는 생각에서 탄생하게 되었습니다 명화 시리즈 외에도 다양한 컨텐츠를 제작하여 대중들에게 알리고자 국내외 전시회를 다니며 떰떰이 전시를 활발하게 진행하고 있습니다 이번 광화랑 전시도 좋은 기회가 생기게 되어 떰떰이의 긍정적인 에너지와 기쁨을 전달해 드리려 참가하게 되었습니다 전시 컨셉 떰떰월드 에는 수많은 이야기 마을 들이 있고 하나하나의 이야기 마을 에는 동화나 역사 속 이야기의 등장인물들이 모여 살고 있다 그러나 매번 똑같이 반복되는 이야기 속에 살아가는 어른 엄지들의 호기심은 점차 사라져버렸고 본래 엄지가 가진 긍정에너지 마저 잃어버린 채 살아가고 있다 아직 그 어느 이야기 마을 에도 속하지 못한 주인공 떰떰 이와 친구들 떰떰월드 에서 유일하게 호기심이 넘치는 떰떰 이와 친구들은 세상의 모든 호기심을 해결해주고 긍정의 에너지를 회복시켜줄 수 있다는 전설의 마을 떰토피아 를 알게 되고 떰토피아 를 찾기 위해 이 마을 저 마을로 모험을 다니기 시작한다 작가소개 일렉츄럴 일렉츄럴은 캐릭터와 컨텐츠를 만드는 크리에이티브 스튜디오 입니다 새롭게 독특하게 즐겁게 세상에 기쁨을 전달합니다 라는 모토를 바탕으로 다양한 캐릭터 친구들을 탄생시키고 그들의 이야기를 다양한 컨텐츠에 담아 세상에 기쁨을 전달하고 있습니다 일렉츄럴은 캐릭터 라이센싱과 콜라보레이션을 통한 다양한 활동을 펼쳐 나가고 있으며 일러스트 시리즈 애니메이션과 같은 다양한 컨텐츠를 제작하고 있습니다 우리들은 기쁠 때 만족할 때 동의할 때 엄지를 치켜들어 보입니다 일렉츄럴의 대표 캐릭터인 떰떰 은 바로 이 엄지척 에서 모티브를 얻어 탄생한 캐릭터로 엄지가 주는 기쁨과 긍정을 세상에 전달하는 캐릭터입니다,광화랑,2017-07-05,2017-07-05,세종문화회관
137,326,18금그림책,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=3f72d0f7771b9c4a51308b34664c403fb28116332331f452cbab0a66c25f7e24,금그림책은 어른을 위한 그림책을 생산하는 그림책작가들의 모임입니다 최근 어린이그림책시장은 포화상태에 이르렀고 기존 그림책출판사들은 그림책 저변을 넓히고자 어른들도 그림책을 즐길 수 있다는 인식의 확산을 위해 고군분투하고 있습니다 물론 반가운 일이고 얼마간 저변이 확대될 수는 있겠지만 분명한 한계가 있습니다 왜냐하면 어린이를 대상으로 만들어진 그림책을 어른용으로 추천하기 때문입니다 그림책과 비슷하다 생각하는 분야인 시 를 예로 들겠습니다 시 라는 무궁무진한 세계가 있는데 그림책출판시장에서는 동시 만 생산되고 있고 어른들에게 동시 를 권하는 양상입니다 그림책시장의 환경은 어린이를 대상으로 한 그림책 이 마치 그림책의 전체인 것처럼 여겨지는 매우 기이한 풍경입니다 금그림책이라는 다소 섹시한 이름은 이러한 제작 풍토에 대한 단호한 이별을 고한다는 의미이고 참여 작가들은 어른들의 복잡 미묘한 감성에 호소할 수 있는 주제 시각 언어를 연구 탐구하여 어른을 위한 그림책을 연속적으로 생산할 것입니다 참여작가 이현주 정수진 한기현 차경애 노계선 한현주 그림책작가,광화랑,2017-09-27,2017-09-27,세종문화회관
138,195,세종충무공이야기 `나만의 비누 만들기 체험`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=108670f3be1fd53ecffce76cd727fbacc5632144e692c09ac9214915f513b19a,세종충무공이야기 홈페이지 바로가기 예매오픈 월 일 금요일 신청방법 예매오픈시 월 일 금요일 우측 예매버튼 클릭 후 신청가능 나만의 비누 만들기 체험 기 간 매주 월요일 전시관 휴관 체험 시간 장 소 충무공이야기 내 교육실 참여 대상 초등학생 이상 참가 인원 회당 명 참가비 원 참여 방법 세종 홈페이지를 통한 사전 티켓 예매 또는 현장 구매 내용 나만의 뱃지 작품을 비누 속에 넣어서 세상에 오직 개만 존재하는 비누 만들기 체험 문의,충무공이야기전시장,2017-07-25,2017-07-25,세종문화회관
139,272,손윤선 개인전-내가 꿈꾸는 세상,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=dc10a3bcd6c6ecd88b41e2b08e98f62f13e27cc0df58d0800d2b142a2917067e,전시의 전체적인 주제는 내가 꿈꾸는 세상으로 바쁜 일상 속에서 잊고 있었던 꿈 소망 기억들을 동화적 서정적 시선으로 표현하여 편안한 마음으로 다시 한 번 그것들을 기억하고 꿈꾸기를 응원하고자 합니다 물감을 합판이나 캔버스에 하고 흙으로 다양한 형태의 오브제를 만들어 붙여나가는 작업으로 그림물감과 유약 캔버스와 도판 나무와 도자가 주는 색상 깊이 느낌의 다름을 이용해 인간과 인간 인간과 자연 인간과 창조주와의 조화와 회복을 표현합니다 주로 소녀 새 꽃 나무 나비 의자 등의 오브제가 붙여지는데 이것들은 어린 시절의 기억 그리고 꿈꾸었던 소망들이 담겨져 있으며 소녀 는 어린 시절이나 현실 속에 우리들 자신의 모습이고 의자는 평안과 쉼을 나무 나뭇잎 꽃 을 통해서는 생명과 희망을 날개 를 통해서는 자유와 비상을 이야기합니다 작가노트울고 웃으며 흙을 만지고 나무를 문지르고 물감을 칠하며 내가 꿈꾸는 세상을 바라보는 시간들이 너무 좋고 감사하다 내가 꿈꾸는 세상은 따뜻하고 부드럽고 편안해서 정겹다 내 작업의 소산도 어디서든 편안함을 주는 배경이 되었으면 좋겠고 나도 그런 사람이면 좋겠다 작가소개 손 윤 선 성신여자대학교 조형대학원 미술학과 졸업 개인전 회 그룹전 여회 성신여자대학교 한양여자대학교 경복대학교 출강 현재 한국미술협회 남양주미술협회 성신도예가회 도곡도예가회 아트코리아 회원,광화랑,2016-09-07,2016-09-07,세종문화회관
140,45,전시 교육프로그램_토토즐_토요일 미술토론이 즐거워,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=d77749afe539e3de5b08670e1cd877cd13e27cc0df58d0800d2b142a2917067e,그림의 마술사 에셔특별 어린이 청소년 교육프로그램 토토즐 토요일 미술토론이 즐거워 매주 수요일 시까지 구매 및 환불 마감 문 의 상담가능시간 평일 점심시간 제외 예매자 인 미만일 경우 폐강 및 환불 환불 위한 개인정보의 연락처 기입필수 프로그램 안내 친구들과 전시도 보고 토론도 하고 교육일시 토 토 매주 토요일 추석연휴 포함 일 강좌 오전 오후 오전 초등학생 학년 월 일 토 월 일 토 월 일 토 월 일 토 월 일 토 월 일 토 월 일 토 오후 초등학생 학년 월 일 토 월 일 토 월 일 토 월 일 토 월 일 토 월 일 토 중 고등학생 월 일 토 초등학생 교육대상 중 고등학생 월 일 토 월 일 토 오후 시 회차만 진행합니다 교육인원 한 강좌당 명 명 이내 인 미만의 경우 폐강 매주 수요일 시까지 구매 및 환불 마감 문 의 상담가능시간 평일 점심시간 제외 예매자 인 미만일 경우 폐강 및 환불 환불 위한 개인정보의 연락처 기입필수 교육비 원 입장료 포함 교육내용 사전개별감상 분 토론 및 활동 분 개별 감상과 토론 후 에셔특별전 에서 운영하는 도슨트 투어 자율 참여 전시 안내 그림의 마술사 에셔특별 세종문화회관 미술관 주최 주관 주 와이제이커뮤니케이션 후원 세종문화회관 전시정보 바로가기 예약 및 문의 세종문화회관 전시디자인팀 상담가능시간 평일 점심시간 제외,세종미술관1관,2017-09-02,2017-09-02,세종문화회관
141,399,존재 혹은 존재하지 않은,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=dde4d674e98887ca89d37e846adc45cd85c8ed646bf30fc7e70be0a5c4ef6432,나의 작업적 주체는 오래 된 사람들이다 그들이 살았던 살고 있는 낡고 오래된 그 누구도 살고 싶어 하지 않은 공간에서 꿈을 꾼다 그들이 꿈꾸는 것은 현실 지금이 아닌 미래 혹은 환상 속에서 사는 것이다 존재 혹은 존재 하지 않은 것 처럼 현재 그들은 존재하지만 존재하지 않은 것 처럼 환상 속에서 산다 현재라는 시간을 충실히 살고 있는 사람들과 환상을 품으며 다양한 형태의 모습으로 재현해내는 사람들을 표현한다 주소이 전라북도 남원에 거주하고 있는 청년 작가 광화랑 인전 남원 작은 스튜디오겸 갤러리에서 나의 여행이야기 솔로전 젊은 작가들과 구 남원역사에서 협업한 남원철도 그룹전 소통하다 수지미술관 환상동화 라는 주제로 소통하다 그룹전,광화랑,2019-03-06,2019-03-06,세종문화회관
142,72,세종문화회관 다원예술 프로젝트 `행복이 나를 찾는다`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802fe320840a8cb2187bf7f84d4b570d9f7&streFileNm=84371a96af49b8a6594de90ba25006d1af7471399cb8db1444cfb185c7b4e042,관람시 주의사항 미술관 입장시에는 체온체크 및 마스크 착용을 확인하여 주시고 관람객 간 안전거리를 확보하여 주시기 바랍니다 세종문화회관 미술관 관 세종문화회관 다원예술 프로젝트 행복이 나를 찾는다 세종문화회관 다원예술 프로젝트 행복이 나를 찾는다 전시명 다원예술 프로젝트 행복이 나를 찾는다 일시 일 입장마감 전시기간 중 무휴 장소 미술관 관 참여작가 명 팀 고재욱 김정모 신제현 장철원 조영주 진달래 박우혁 기획 고윤정 주최 재 세종문화회관 협업 서울시무용단 서울시유스오케스트라 서울시극단 입장료 일반 만 세 이상 원 청소년 군인 원 어린이 미취학 아동 만 세 원 무료 입장 국가유공자 및 동반 인 장애인 급 및 동반 인 장애인 급 본인 무료 단체 할인 인 이상 문의 전시개요 재 세종문화회관 사장 김성규 은 월 일 금 부터 월 일 토 까지 세종문화회관 미술관 관에서 행복이 나를 찾는다 을 개최한다 행복이 나를 찾는다 는 세종문화미술관에서 처음 시도하는 다원예술 프로젝트이다 이번 전시는 시각예술가와 서울시무용단 서울시유스오케스트라 서울시극단과의 협업으로 진행되어 서울시의 예술적 자원과 서로 간의 교류를 확장하는 가능성을 확인해보는 자리로 기획되었다 행복이 나를 찾는다 는 사물들이 갖고 있는 본래의 기능과 구조를 해체하고 끊임없이 보이는 세계와 보이지 않는 세계에 대해 질문을 하였던 페터 피슐리와 다비드 바이스 의 행복은 나를 찾을 것인가 책에서 인용하였다 진부할 것 같은 매일의 삶 속에서 어떤 일들이 사회적으로 의미가 있고 어떤 일들이 더 나아가 예술가의 시각으로 사회를 다시 재조명할 수 있는지 질문을 던져온 것이다 이번 전시에서는 행복이 나를 찾을 것인지 를 묻기보다는 행복이 나를 찾는다 로 귀결하여 재난적인 상황들을 오히려 희망적인 삶의 디딤돌로 바라볼 수 있는 여지를 마련한다 년 현재 예술가들은 여전히 사회에 다양한 질문을 던진다 뉴노멀 혹은 뉴애브노멀 등 특히 앞을 예측할 수 없는 불확실한 삶 안정적이지 않은 삶의 전형이 점차 고착화되는 최근의 현상들은 예술가들로 하여금 어떻게 살아내야 할 것인가에 대해서 끊임없이 고민하게 만든다 예술가들은 이러한 현상들을 예술 작업에서 강력한 메시지를 표출하거나 행동적인 태도로 현장의 활동가처럼 그들의 역할을 다변화시키기도 하지만 행동 이전에 오늘의 나의 삶과 사회를 끊임없이 관찰한다 그리고 자신이 갖고 있는 개인적인 삶의 서사를 예술을 통하여 오늘의 재난적인 상황에 끊임없이 연결시킨다 덧붙여 시대를 읽는 예술가의 태도도 다변화되면서 예술을 표현하는 과정도 미시적인 실천 사항들을 포괄하면서 보다 다양한 매체를 활용하는 방향으로 바뀌어가고 있다 이러한 현상들은 전시장의 모습을 변화시키는 과정과도 연계되어 멈춰 있는 미술관의 전시장을 다양한 사건 퍼포먼스가 일어나는 공간이 되도록 영향을 주고 있다 이번 행복이 나를 찾는다 에서는 다원적인 형식을 띄면서 사회 속에서 자신을 찾아가고 있는 예술가 명 팀 을 찾아 영상 설치 퍼포먼스의 다양한 협업 지점을 세종문화회관이 갖고 있는 복합문화공간의 특성을 살려 펼쳐보이고자 한다 이번 전시는 월 일부터 월 일까지 일 동안 세종문화회관 세종미술관 관에서 관람이 가능하다 전시 연계 퍼포먼스 타임 테이블 작가 진달래 박우혁 협업 서울시무용단 서울시유스오케스트라 서울시극단 일시 시 러닝타임 분 내용 수많은 규칙 속에서 발견되는 최소한의 장면 안에서의 움직임과 소리 호흡의 단편 작가 장철원 재난과 시간 렉처 퍼포먼스 일시 시 러닝타임 시간 내용 시간이라는 개념의 물리학적 정의와 비 현실적으로 미래를 예측하는 법 작가 신제현 백선 협업 서울시 무용단 서울시극단 일시 시 러닝타임 분 내용 무용수 개인이 느끼는 행복과 불행 현실과 이상 등 다양한 경계에 대한 이야기,세종미술관1관,2020-04-24,2020-04-24,세종문화회관
