exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
서울시립미술관 《그리드 아일랜드 Grid Island》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1653531253940.jpg,"
전시소개

《그리드 아일랜드》는 미술관의 기능인 수집과 연구, 전시와 교육의 바탕이 되는 ‘담론의 생산 조건이자 과정으로써 제작(production)’에 주목하는 전시입니다. 미술의 역사에서 제작은 사회, 기술의 발전과 그 궤적을 같이하는데 오늘날 제작 개념은 만드는 행위(making)를 주목하거나 공동의 방향성을 가진 협업(collaboration), 혹은 산업화한 생산 방식(production) 등 하나의 개념으로 묶이지 않고, 작품의 소재나 매체에 따라 다르게 논의되고 있습니다. 제작의 개념은 매체의 확장과 전시를 통해 선보이는 기획 특정적 작품을 통해 변화했지만, 이러한 규모의 확장을 통한 제작 방식은 경제 성장의 둔화와 팬데믹을 경험하며 더 이상 유효한 방식이 아니게 되었습니다.



이번 전시는 미디어에서 데이터로 변화하는 동시대 미술 형식과 그에 따른 새로운 창제작 플랫폼을 상상합니다. 시공간의 제약을 초월한 공유와 협업을 가능케 하는 웹의 잠재력을 전시 프레임으로 설정하고, 가상과 현실을 넘나드는 제작 플랫폼 구축을 통해 새로운 창작의 방식, 제작 개념을 제안합니다.



서울시립 난지미술창작스튜디오는 침출수 처리 시설의 유휴공간을 활용하는 동시에 신진 미술인의 안정적인 창작을 지원하기 위해 2006년 문을 열었습니다. 해를 거듭하며, 단순히 작업을 위한 물리적 ‘공간’을 제공하는 것을 넘어 생산된 ‘작품’을 실험적인 전시 형식으로 선보이고, ‘작가’를 중심에 둔 인큐베이팅 프로그램을 통해 관계를 확장하는 등 과정과 방법론에 기반한 ‘제작’의 조건으로써 프로그램이 순차적으로 마련되었습니다. 



이는 2000년대 초, 유휴공간을 활용한 도시재생과 공공 프로그램 모델로서 국공립 레지던시가 국내에 도입된 이래, 창작의 기반인 스튜디오를 제공하는 것을 넘어 전시, 비평, 재교육, 그리고 국내외 교류 등 입주자를 지원하는 다양한 프로그램을 운영하는 것과 궤를 같이하는데 이번 전시를 통해 작가 레지던시 기관이 동시대 한국미술에서 맡아온 제작의 역할을 되돌아보려는 취지를 갖습니다. 전시는 16년간 변화해온 난지미술창작스튜디오 프로그램의 핵심 키워드인 '공간', '작품', '작가', '제작'을 비선형적으로 다룹니다.
 
데이터를 병렬로 나열하는 디지털 인터페이스처럼 전시 구성요소를 구분하지 않고, 공간에 고르게 적용하여 작품은 데이터, 전시는 일종의 데이터베이스로 기능합니다. 



전시는 미술의 다양한 제작 형식을 데이터를 수집하고 편집, 재생산하는 방식을 다루는 ‘데이터 센터 data center’(김익현과 현우민, 안성석, 홍은주), 비물질 데이터를 현실에 출력해 현존하는 신체로 제시하는 ‘데이터 익스포트 data export’(권아람, 김동희, 니콜라스 펠처, 민성홍, 백정기, 이다 다이스케 x 박성환, 정진화), 그리고 데이터의 생산 및 소비 경향과 미디어 환경에 관해 다루는 ‘메타 데이터 meta data’(이은솔, 이은희 x 김신재, 한수지)로 구분합니다.
 
선과 선이 수직과 수평으로 가로질러 구획한 영역의 집합, 이 촘촘한 관계망을 우리는 격자(Grid)라고 부릅니다. 



온라인과 오프라인 양쪽에서 작동하는 《그리드 아일랜드》를 횡단하는 장치이자 창작의 새로운 조건으로 다수의 창작자가 웹을 기반으로 상호작용하는 온라인 레지던시를 구체화합니다. 이를 위해 평면, 입체, 공간, 사운드 등 시각예술 매체를 게임의 구성 요소에 대입해 데이터를 공유하고, ‘세계(world)’를 생성하는 온라인 레지던시 <게임-샌드박스-레지던시 Game-Sandbox-Residency>(이하 GSR)를 구축했습니다. GSR은 니콜라스 펠처, 안성석, 이다 다이스케, 이은솔, 정진화, 한수지가 참여한 레지던시 프로그램이면서 동시에 창작의 도구이며 조건, 일종의 게임입니다.



협업은 오프라인을 통해 물리적 차원에서도 이루어집니다. 김익현과 현우민은 일시적 콜렉티브로 가깝지만 먼 한국과 일본의 물리적 한계를 조건으로 수집된 소리와 이미지를 나열합니다. 이은희는 큐레이터 김신재와 영상 제작의 방법론을 따라 작품을 기획하고, 실질적인 프로덕션을 진행합니다. 이다 다이스케는 큐레이터 박성환과 물리적, 언어적 거리감을 극복하는 일종의 현지화 전략으로써 제작의 방법론을 강구했습니다.
 




《그리드 아일랜드》를 통해 레지던시 기관이 맡아온 제작의 역할을 되돌아보며 동시대 환경에 관한 자각과 제도의 개선 가능성을 모색하고자 합니다. 또한, 시각예술의 다양한 제작 방법론과 비물질 데이터의 공유와 협업을 통해 상호 작용하는 새로운 창작의 가능성을 경험할 수 있길 기대합니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 5. 26.~2022. 8. 15.,서울 | 서울시립미술관
골목 -남겨진 기억,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1653875380051.jpg,"
전시소개

인천시립박물관은 2022년도 갤러리 전시 '골목 -남겨진 기억' 전시를 개최합니다. 숭의동 109번지 전도관 구역을 중심으로 철거되는 골목에서 수집된 명패와 패찰 등을 전시하는 이번 전시는 오랜 세월을 함께한 것이 무색할 정도로 빠르게 사라져 가는 것을 기억하고 추억하기 위한 새로운 방법을 모색하며 전시가 기획되었습니다. 이번 전시에서는 다양한 수집품과 더불어 이제는 사라진 골목길의 모습을 사진으로도 보실 수 있습니다. 많은 관심 부탁드립니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 5. 31.~2022. 8. 14.,인천 | 인천시립박물관
아트스페이스카고 개관 레퍼토리 전시《이주 Migrate》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1658275900419.jpg,"
전시소개

신생공간 아트스페이스 카고의 2022년 하반기 전시는 ""이주/migrate""라는 주제 하에 진행됩니다.
첫 번째 행사는 «prologue : 이주의 운세» 로, 젊은 여성 문학 작가들이 집필한 이주에 관한 운세를 전시공간에서 뽑기기계로 뽑아보실 수 있습니다. 하늘길이 열린 영종도에서 여러분의 이주의 운세를 확인하러 오세요!
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 7. 19.~2022. 8. 12.,인천 | 아트스페이스카고
번아웃증후군,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1658190246546.jpg,"
전시소개

*참여작가: 황은진, 문혜진, 황성수, 이서연, 하리, 김예진, 이초롱, 이태준, 진경희, 서민희, 신선화, 이수연
*주최: 여덟시클럽
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 8. 4.~2022. 8. 10.,서울 | 갤러리라온
Multi Complex Culture Co. Owell Pop-up Store & Exhibition,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1659658382530.jpg,"
전시소개
복합문화회사 브랜드 OWELL이 첫번째 F/W collection인 Hoodie, Sweatpants, Longsleeve 출시와 함께 팝업 스토어 및 전시회를 개최합니다. Co. Owell은 예술의 자유성을 뒷받침 해주는 플랫폼으로서의 목표를 가지고 있습니다. 그 목표에 도달하고자 이번 전시회에 패션, 음악, 드로잉, 그래픽아트와 같은 다양한 분야의 예술을 한 자리에 모았습니다. 복합적인 요소들을 한 자리에 모아서 하나의 큰 그림을 그려보고자 합니다. 많은 관심 부탁드립니다. 감사합니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 8. 5.~2022. 8. 9.,서울 | 갤러리 지하
( )t part2,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1659572159495.jpg,"
전시소개


몇 년간 대면이 당연했던 경험과 결과는 물리적인 두께가 없는(0t) 과정으로 진행되었다. 모든 것이 디스플레이 환경에서 구현되면서 작가가 참여한 프로젝트 역시 가상의 환경에서 진행되었고 완성되어 왔다. 두께를 지칭하는 ’t’의 타이틀을 가지고 있는 본 전시는 비대면 시대의 조형 실험에 대한 두 번째 전시이다. 디자이너인 작가가 참여한 온라인 기반의 프로젝트에서 활용된 메인 모티프를 활용하되, 양감과 무게를 가질 수 있는 조형 언어와 형태를 통해서 전시장에서 재구성한다. 비대면 상의 역할과 조건을 바탕으로 제작된, 두께가 없는(0t) 디자인 모듈은 다양한 방식으로 결합/분해하여 각각의 어플리케이션에 맞게 변주되도록 설계되었다. 
작가는 주로 디자인 프로세스에서 발생한 이미지, 텍스처, 기호 그리고 프로젝트에서 중심이 되었던 키워드에 주목해 왔다. 본 전시에서도 이러한 프로세스를 바탕으로 평면이 되어버린 두께-0t의 이미지를 전시장을 통해 보여준다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 8. 3.~2022. 8. 8.,서울 | KCDF갤러리
제17회 전국장애인도예공모전 전시,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1659572120474.png,"
전시소개

장애인의 예술 활동 증진을 위해 시행되고 있는 전국장애인도예공모전은 문화체육관광부와
KCDF 한국공예·디자인문화진흥원에서 지원으로 진행됩니다.
장애 유형별 특성을 반영하여 공정한 심사를 진행하고, 도예 창작 부문과 생활용품 부문으로 구분하여
장애도예작가를 발굴하고 지원하는 공모전 전시입니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 8. 3.~2022. 8. 8.,서울 | KCDF갤러리
《장-미셸 오토니엘-정원과 정원》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1652147449133.jpg,"
전시소개

장-미셸 오토니엘-정원과 정원

서울시립미술관(관장 백지숙)은 ‘유리구슬 조각’으로 잘 알려진 프랑스의 대표적인 현대미술가 장-미셸 오토니엘의 개인전 《장-미셸 오토니엘-정원과 정원》을 6월 16일부터 8월 7일까지 개최합니다. 《장-미셸 오토니엘-정원과 정원》은 오토니엘의 작품에서 중요한 영감의 원천이 된 ‘정원’을 매개로 한국의 관람객들과의 교감을 시도하는 전시로, 정원이 선사하는 마법과 경이를 통해 관람객에게 상처 회복과 내면적 통찰의 기회를 제공합니다. 이번 전시는 정원을 향한 작가의 열망을 반영해 특별히 서울시립미술관 서소문본관의 전시실과 정원뿐만 아니라 인접한 덕수궁의 정원에서도 작품을 선보일 예정입니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 6. 16.~2022. 8. 7.,서울 | 서울시립미술관
스포츠아트 전시기획 공모 당선전_ 몸∞맘 : 몸과 맘의 뫼비우스,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1648100345485.jpg,"
전시소개


참여 작가
박제성, 오민수, 유지현, 이상봉, 이상용, 장비치, 장지아, 마리나 아브라모비치, 마리나 아브라모비치 인스티튜드, 오헤니오 엠퓨다, 파울라 가르시아, 콜 하나우어, 제임스 헤리스, 에비 칼로기로플로우, 미구엘 눈스, 사덱 오프, 모리츠 발데마이어
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 4. 1.~2022. 8. 7.,서울 | 소마미술관 2관
신촌문화발전소 기획전시 <시선의 움직임>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1656898297796.jpg,"
전시소개


“우리가 살아가는 일상 속에서 예술을 발견한다는 건 어떤 것일까요?”, “과연 평범함이 특별함으로 바뀔 수 있을까요?”라는 호기심에서 시작된 이번 전시는 지극히 평범한 일상의 요소로 자신만의 예술세계를 보여주는 정진경 작가의 작품을 통해 색다름을 경험하기 위해 기획되었습니다. 누구나 알고 있고 당연하게 생각했던 요소들을 다르게 보고, 표현하면 어떻게 달라질 수 있는지에 대한 조형적 해석에서 출발합니다. 높은 층고와 건물 유리벽, 곳곳에 놓여 진 오브제, 뜻밖의 공간에서 만나는 작품들은 마치 작가의 예술 세계 안으로 들어와 있는 생생한 느낌을 전달해줄 것입니다. 일상의 모습에서 출발한 작품들로 누구나 공감할 수 있는 예술의 특별함을 경험할 수 있기를 기대해 봅니다. 정진경 작가의 작품은 일상의 사물과 모습 중에 사람들이 중요하게 생각하지 않거나 눈여겨 보지 않는 부분을 포착하여 새롭게 표현하고, 그에 대한 가치를 다시 생각해보게 하는 작업입니다. 작가는 작품으로 표현하고자 하는 대상을 의인화하여 바라보는데, 이는 사물을 둘러싼 환경에 따라 대상이 어떻게 다양하게 해석될 수 있는지에 대해 시각적으로 제안하는 시도입니다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 6. 28.~2022. 8. 5.,서울 | 신촌문화발전소
